Epoch,Avg Train Loss,Avg Train Accuracy,Avg Val Loss,Avg Val Accuracy
1,1.6750599999999998,37.798,1.47634,45.772000000000006
2,1.2886000000000002,53.164,1.24454,55.584
3,1.0843399999999999,61.048,1.2043000000000001,57.326
4,0.94452,66.22200000000001,1.12822,60.552
5,0.83788,70.276,0.98098,65.66
6,0.7602599999999999,73.156,0.9556000000000001,67.44
7,0.6897800000000001,75.816,0.7849600000000001,72.46600000000001
8,0.63344,77.804,0.92994,69.44399999999999
9,0.58326,79.662,0.74324,74.328
10,0.54408,80.946,0.7291200000000001,75.414
11,0.5101600000000001,82.25800000000001,0.66466,77.23400000000001
12,0.48132,83.174,0.6978,76.49000000000001
13,0.45258000000000004,84.23400000000001,0.6305,78.93800000000002
14,0.4281400000000001,85.112,0.5908399999999999,80.01200000000001
15,0.40565999999999997,85.854,0.614,79.254
16,0.38456,86.62799999999999,0.5786800000000001,80.50399999999999
17,0.36422000000000004,87.298,0.59878,79.86
18,0.35022,87.756,0.5395000000000001,81.912
19,0.33246000000000003,88.476,0.51376,82.684
20,0.31579999999999997,88.97199999999998,0.5271399999999999,82.232
